ruta,carpeta,archivo,variedad,clase,hoja_id,hoja_L_med,hoja_L_desv,hoja_a_med,hoja_b_med,hoja_b_desv,hoja_f_oscuro,hoja_f_verdoso,hoja_f_claro,hoja_textura,lado_L_med,lado_L_desv,lado_a_med,lado_b_med,lado_b_desv,lado_f_oscuro,lado_f_verdoso,lado_f_claro,lado_textura,lado_abs_L_med,lado_abs_L_desv,lado_abs_a_med,lado_abs_b_med,lado_abs_b_desv,lado_abs_f_oscuro,lado_abs_f_verdoso,lado_abs_f_claro,lado_abs_textura,largo_pulg,ancho_pulg,aspecto,solidez,cobertura,hoja_entre_util,fondo_L_med,fondo_L_desv,fondo_a_med,fondo_b_med,fondo_b_desv,fondo_f_oscuro,fondo_f_verdoso,fondo_f_claro,fondo_textura
Connecticut/CAPA_CONNECTICUT/20260817_192513295_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192513295_iOS.jpg,connecticut,capa,hoja_0242,179.7239,22.8695,3.3901,30.624,4.3523,0.0653,0.0508,0.0645,56.6834,-1.1943,-0.0514,0.1831,-0.3399,-0.1658,0.0006,-0.2152,0.1783,-0.0972,1.1943,0.0514,0.1831,0.3399,0.1658,0.0006,0.2152,0.1783,0.0972,18.6573,9.6699,0.4405,0.9341,0.3342,1.3085,87.7008,50.422,2.0492,-16.4254,8.8266,0.0736,0.0804,0.093,40.1854
Connecticut/CAPA_CONNECTICUT/20260817_192547164_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192547164_iOS.jpg,connecticut,capa,hoja_0243,191.2639,18.1553,3.6504,47.4132,5.1537,0.0832,0.0827,0.0278,53.4071,-0.7605,0.072,0.3286,-0.2761,-0.1378,0.0541,-0.054,0.04,-0.0493,0.7605,0.072,0.3286,0.2761,0.1378,0.0541,0.054,0.04,0.0493,14.216,8.1295,0.4956,0.9616,0.204,1.1992,98.7607,45.8779,0.4663,-5.9853,9.546,0.0605,0.0843,0.1018,37.4555
Connecticut/CAPA_CONNECTICUT/20260817_192616300_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192616300_iOS.jpg,connecticut,capa,hoja_0244,190.9433,17.9827,4.5946,41.5729,3.8144,0.0684,0.0842,0.0402,50.1824,-1.1464,0.1201,0.4188,-0.4521,0.0071,0.0166,0.166,0.0659,0.0423,1.1464,0.1201,0.4188,0.4521,0.0071,0.0166,0.166,0.0659,0.0423,13.5221,7.25,0.4647,0.9266,0.1813,1.2162,99.1736,48.386,0.1042,-4.7903,8.7018,0.0732,0.028,0.1019,38.2941
Connecticut/CAPA_CONNECTICUT/20260817_192644766_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192644766_iOS.jpg,connecticut,capa,hoja_0245,186.3762,16.4062,3.2389,34.0591,4.5749,0.0649,0.0573,0.0517,53.1034,-0.7622,0.039,0.0308,-0.3422,-0.0104,0.0324,-0.2875,-0.0308,-0.0084,0.7622,0.039,0.0308,0.3422,0.0104,0.0324,0.2875,0.0308,0.0084,15.012,7.6592,0.4592,0.9435,0.2108,1.206,86.152,51.2745,1.125,-11.4913,10.9799,0.1348,0.067,0.0955,32.3633
Connecticut/CAPA_CONNECTICUT/20260817_192714064_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192714064_iOS.jpg,connecticut,capa,hoja_0246,187.6675,19.0992,3.39,33.0348,4.4412,0.0753,0.1009,0.0345,55.0301,-0.9606,0.0131,0.2616,-0.357,-0.1056,0.0344,0.1285,0.4062,-0.0497,0.9606,0.0131,0.2616,0.357,0.1056,0.0344,0.1285,0.4062,0.0497,13.8744,7.7638,0.4943,0.9454,0.1987,1.1867,89.2541,46.0161,0.4969,-11.2265,9.3292,0.0925,0.0952,0.0787,35.2201
Connecticut/CAPA_CONNECTICUT/20260817_192858160_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192858160_iOS.jpg,connecticut,capa,hoja_0248,185.5854,23.9594,2.3812,27.8773,5.2447,0.0736,0.1097,0.0381,56.8634,-1.2347,0.1115,0.4915,-0.7007,-0.1576,0.0259,0.3405,0.0211,0.0065,1.2347,0.1115,0.4915,0.7007,0.1576,0.0259,0.3405,0.0211,0.0065,17.8439,10.5667,0.533,0.9468,0.3465,1.3027,88.2226,50.0661,1.8986,-16.108,9.445,0.0771,0.0483,0.1017,39.11
Connecticut/CAPA_CONNECTICUT/20260817_193044812_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_193044812_iOS.jpg,connecticut,capa,hoja_0250,191.8304,16.0334,3.8527,37.8945,3.9209,0.0675,0.0541,0.0422,54.7617,-0.532,0.0423,-0.0625,-0.6628,-0.015,0.058,0.087,0.072,-0.0376,0.532,0.0423,0.0625,0.6628,0.015,0.058,0.087,0.072,0.0376,15.0411,7.4637,0.4301,0.9471,0.2099,1.225,89.7572,52.4977,0.3944,-8.4066,8.5014,0.1137,0.0779,0.0951,35.5667
Connecticut/CAPA_CONNECTICUT/20260817_193234441_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_193234441_iOS.jpg,connecticut,capa,hoja_0253,190.9149,19.3121,3.2127,33.3499,4.886,0.0726,0.0961,0.0366,58.2403,-0.7431,-0.0042,0.027,0.1036,0.0045,0.014,0.332,0.4233,-0.1189,0.7431,0.0042,0.027,0.1036,0.0045,0.014,0.332,0.4233,0.1189,16.0153,9.0816,0.5198,0.9619,0.2506,1.2441,96.4726,46.1178,1.0405,-13.1404,8.162,0.0629,0.0841,0.0978,39.1458
Connecticut/CAPA_CONNECTICUT/20260817_193355796_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_193355796_iOS.jpg,connecticut,capa,hoja_0254,188.0334,20.0606,4.1791,41.9277,4.9774,0.0669,0.0835,0.0465,55.4135,-0.8118,0.0019,0.1875,-0.5594,-0.1895,-0.0168,0.1227,0.2133,-0.0711,0.8118,0.0019,0.1875,0.5594,0.1895,0.0168,0.1227,0.2133,0.0711,15.4422,7.6061,0.4105,0.8961,0.2188,1.2559,101.5778,46.9312,0.2722,-6.0501,9.9438,0.0517,0.0468,0.1058,40.7042
Connecticut/CAPA_CONNECTICUT/20260817_193501862_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_193501862_iOS.jpg,connecticut,capa,hoja_0255,184.0815,15.6663,5.9242,43.3486,4.9382,0.0729,0.038,0.0382,51.9153,-0.6817,0.0255,-0.2033,-0.6035,-0.0638,0.026,-0.4322,0.0851,-0.0059,0.6817,0.0255,0.2033,0.6035,0.0638,0.026,0.4322,0.0851,0.0059,13.6872,6.6351,0.4282,0.9513,0.1659,1.2197,93.9544,51.9372,-0.1338,-4.2426,11.2366,0.1129,0.0327,0.1011,37.0981
Connecticut/CAPA_CONNECTICUT/20260817_193738282_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_193738282_iOS.jpg,connecticut,capa,hoja_0257,187.7777,17.2863,5.2577,35.8547,4.2744,0.0695,0.0788,0.0395,57.451,-0.2967,0.0547,0.1023,-0.2411,-0.0328,0.0326,0.2216,0.1972,-0.0549,0.2967,0.0547,0.1023,0.2411,0.0328,0.0326,0.2216,0.1972,0.0549,16.2713,7.6915,0.4176,0.926,0.2201,1.2621,97.2134,47.665,0.9173,-10.3762,9.331,0.0641,0.0776,0.1066,39.9883
Connecticut/CAPA_CONNECTICUT/20260817_193826824_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_193826824_iOS.jpg,connecticut,capa,hoja_0258,189.2729,18.8736,3.5083,36.9267,5.4309,0.0693,0.1054,0.0453,57.5847,-0.8293,0.0278,0.3955,-0.6202,-0.175,-0.0459,-0.2389,0.2654,-0.0954,0.8293,0.0278,0.3955,0.6202,0.175,0.0459,0.2389,0.2654,0.0954,16.4497,7.5884,0.4152,0.9643,0.2264,1.3082,90.0105,52.1229,0.9641,-9.8067,10.5184,0.1083,0.0634,0.1045,37.4734
Connecticut/CAPA_CONNECTICUT/20260817_193902094_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_193902094_iOS.jpg,connecticut,capa,hoja_0259,189.1841,19.1826,5.1085,43.8895,4.7169,0.0673,0.0949,0.0467,58.7129,-0.3404,-0.0201,-0.1461,-0.0961,-0.0729,0.0952,0.2248,0.3661,-0.0907,0.3404,0.0201,0.1461,0.0961,0.0729,0.0952,0.2248,0.3661,0.0907,15.7512,7.1979,0.4037,0.9447,0.1989,1.2552,98.439,51.6367,0.0694,-5.9241,8.1629,0.0941,0.1147,0.1051,35.3921
Connecticut/CAPA_CONNECTICUT/20260817_193933916_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_193933916_iOS.jpg,connecticut,capa,hoja_0260,183.7151,21.1482,3.1872,30.1833,4.5239,0.0678,0.0558,0.0534,57.4309,-1.2491,0.0126,0.0956,-0.7119,-0.1641,0.0465,-0.252,-0.0252,-0.0538,1.2491,0.0126,0.0956,0.7119,0.1641,0.0465,0.252,0.0252,0.0538,16.3747,8.779,0.4825,0.9458,0.2572,1.267,94.4759,47.7712,1.7418,-14.7866,10.9819,0.0559,0.0573,0.0991,40.3702
Connecticut/CAPA_CONNECTICUT/20260817_194000553_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194000553_iOS.jpg,connecticut,capa,hoja_0261,181.5961,21.0337,3.7269,32.6644,4.9698,0.0782,0.0516,0.0371,55.8626,-0.7344,0.1693,-0.0801,-0.5379,0.009,0.0207,-0.1038,0.1063,-0.0518,0.7344,0.1693,0.0801,0.5379,0.009,0.0207,0.1038,0.1063,0.0518,15.2774,9.1042,0.5264,0.943,0.2466,1.1952,94.0897,49.9116,0.8287,-10.5086,10.8475,0.0768,0.088,0.1172,38.12
Connecticut/CAPA_CONNECTICUT/20260817_194108896_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194108896_iOS.jpg,connecticut,capa,hoja_0263,188.9799,18.9231,4.3064,39.114,5.7385,0.0729,0.0683,0.028,55.9087,-0.8898,0.0602,0.0609,-0.2686,-0.0764,0.0522,-0.0453,0.0678,-0.03,0.8898,0.0602,0.0609,0.2686,0.0764,0.0522,0.0453,0.0678,0.03,16.139,8.3065,0.4289,0.926,0.2463,1.268,87.8863,53.7582,0.5839,-7.4114,8.6604,0.122,0.0707,0.1001,35.9966
Connecticut/CAPA_CONNECTICUT/20260817_194354870_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194354870_iOS.jpg,connecticut,capa,hoja_0265,187.8063,19.4852,4.9048,38.1354,4.1469,0.0722,0.0705,0.034,51.46,-0.8379,0.0477,0.2468,-0.2738,-0.1292,0.0723,-0.1512,0.3785,-0.0837,0.8379,0.0477,0.2468,0.2738,0.1292,0.0723,0.1512,0.3785,0.0837,15.317,7.3784,0.4416,0.9472,0.1949,1.2208,98.0672,48.917,0.2092,-6.4462,10.1504,0.0655,0.0508,0.112,38.0366
Connecticut/CAPA_CONNECTICUT/20260817_194413512_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194413512_iOS.jpg,connecticut,capa,hoja_0266,190.0474,17.8371,2.6067,33.2471,4.5784,0.0713,0.0242,0.0308,47.3984,-1.0489,0.1785,0.1399,-0.3573,-0.0862,0.0045,0.533,-0.0253,0.0334,1.0489,0.1785,0.1399,0.3573,0.0862,0.0045,0.533,0.0253,0.0334,18.1688,9.3749,0.4816,0.9372,0.2945,1.2851,97.0257,47.854,1.8141,-14.769,8.435,0.0756,0.0764,0.0972,39.3885
Connecticut/CAPA_CONNECTICUT/20260817_194503064_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194503064_iOS.jpg,connecticut,capa,hoja_0267,188.9038,18.3584,4.3701,42.2283,5.8972,0.0739,0.0595,0.045,48.3492,-0.9917,0.1063,0.3494,-0.2244,-0.0378,0.1162,-0.1986,-0.1704,0.031,0.9917,0.1063,0.3494,0.2244,0.0378,0.1162,0.1986,0.1704,0.031,16.0673,8.0119,0.4488,0.9237,0.2199,1.2444,75.8074,55.6818,0.9042,-6.612,9.3132,0.0,0.0499,0.0852,32.2842
Connecticut/CAPA_CONNECTICUT/20260817_194548643_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194548643_iOS.jpg,connecticut,capa,hoja_0269,184.7793,22.3197,3.6093,37.9125,4.9511,0.086,0.0572,0.0207,53.7567,-1.2107,0.1778,0.2409,-0.9454,-0.1643,0.0415,-0.2583,0.1761,-0.0002,1.2107,0.1778,0.2409,0.9454,0.1643,0.0415,0.2583,0.1761,0.0002,16.7154,8.0729,0.4186,0.937,0.2437,1.3057,92.0702,53.9307,1.0686,-9.5324,9.474,0.0992,0.0448,0.1115,39.7239
Connecticut/CAPA_CONNECTICUT/20260817_194610562_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194610562_iOS.jpg,connecticut,capa,hoja_0270,184.9325,16.5495,6.6494,43.7666,6.1159,0.0694,0.0528,0.0427,50.4026,-0.6062,0.0739,-0.0032,-0.6706,-0.0316,-0.0894,-0.0942,0.1949,-0.0581,0.6062,0.0739,0.0032,0.6706,0.0316,0.0894,0.0942,0.1949,0.0581,14.6058,7.5578,0.4226,0.9111,0.1963,1.2012,101.3076,49.7355,0.1028,-4.8379,8.4617,0.0713,0.0181,0.1057,41.9226
Connecticut/CAPA_CONNECTICUT/20260817_194658699_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194658699_iOS.jpg,connecticut,capa,hoja_0271,182.6433,18.951,3.4033,31.4016,4.8497,0.0768,0.062,0.0374,48.2293,-0.6493,0.0663,-0.0955,0.4393,0.154,0.1416,0.2507,0.0949,-0.06,0.6493,0.0663,0.0955,0.4393,0.154,0.1416,0.2507,0.0949,0.06,17.4128,8.8408,0.4654,0.8772,0.2398,1.2774,99.0837,42.4252,1.1091,-12.1484,10.6484,0.0449,0.0479,0.1056,38.5122
Connecticut/CAPA_CONNECTICUT/20260817_194720211_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194720211_iOS.jpg,connecticut,capa,hoja_0272,183.8226,19.54,5.3123,34.393,3.815,0.0715,0.0681,0.0349,46.8694,-1.1296,0.1183,0.1509,-0.4786,0.0017,0.0293,0.1542,0.1193,-0.0443,1.1296,0.1183,0.1509,0.4786,0.0017,0.0293,0.1542,0.1193,0.0443,15.8106,8.431,0.471,0.9206,0.2456,1.2419,95.6181,45.244,0.7665,-11.4366,9.0965,0.068,0.0639,0.0914,38.6709
Connecticut/CAPA_CONNECTICUT/20260817_194746859_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194746859_iOS.jpg,connecticut,capa,hoja_0273,180.6668,22.0591,3.5069,31.9612,5.363,0.0812,0.0635,0.0361,55.785,-1.1873,0.1159,0.2949,-0.5415,-0.098,0.0632,0.3121,-0.0113,-0.0144,1.1873,0.1159,0.2949,0.5415,0.098,0.0632,0.3121,0.0113,0.0144,19.6442,9.2101,0.4376,0.9397,0.3103,1.2982,91.3159,49.0502,1.3293,-12.1104,10.0495,0.0695,0.0653,0.1064,39.4707
Connecticut/CAPA_CONNECTICUT/20260817_194818421_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194818421_iOS.jpg,connecticut,capa,hoja_0274,189.6105,18.1996,4.3178,40.632,4.649,0.0703,0.0766,0.0322,52.169,-0.5271,0.0186,0.0525,0.0449,-0.1375,0.0208,0.2195,0.5518,-0.0509,0.5271,0.0186,0.0525,0.0449,0.1375,0.0208,0.2195,0.5518,0.0509,15.4197,8.1224,0.4477,0.9274,0.2273,1.2186,101.1875,43.3053,0.8006,-7.5501,9.9241,0.0446,0.0504,0.101,38.3036
Connecticut/CAPA_CONNECTICUT/20260817_194836756_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194836756_iOS.jpg,connecticut,capa,hoja_0275,190.5486,20.7775,3.289,32.9009,4.2235,0.0764,0.0794,0.0337,49.5585,-0.9196,0.1355,0.1688,-0.0547,-0.0356,0.0211,0.0904,-0.032,0.0441,0.9196,0.1355,0.1688,0.0547,0.0356,0.0211,0.0904,0.032,0.0441,17.2097,9.513,0.4606,0.9318,0.2975,1.2959,91.233,47.6809,1.9142,-16.0585,7.3524,0.0716,0.0761,0.0977,40.1554
Connecticut/CAPA_CONNECTICUT/20260817_194853982_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194853982_iOS.jpg,connecticut,capa,hoja_0276,189.3205,19.2041,6.2125,48.9702,5.1511,0.0635,0.0595,0.0244,58.249,-0.9773,0.0,0.3754,-0.5392,-0.0836,0.1013,0.1377,0.4993,-0.027,0.9773,0.0,0.3754,0.5392,0.0836,0.1013,0.1377,0.4993,0.027,12.0174,7.3126,0.4868,0.8822,0.1653,1.2174,105.7812,43.7776,0.5634,0.2129,10.3677,0.0312,0.015,0.1044,41.7353
Connecticut/CAPA_CONNECTICUT/20260817_194920906_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194920906_iOS.jpg,connecticut,capa,hoja_0277,188.7343,18.8365,2.9266,31.58,5.3763,0.071,0.053,0.0362,49.0572,-1.0554,0.0202,0.2777,-0.538,-0.145,0.0153,0.0403,0.4753,-0.0328,1.0554,0.0202,0.2777,0.538,0.145,0.0153,0.0403,0.4753,0.0328,17.9607,9.4739,0.4484,0.9517,0.3075,1.3169,85.1801,52.8044,1.6446,-13.6694,9.5177,0.1015,0.0755,0.1015,36.7343
Connecticut/CAPA_CONNECTICUT/20260817_194957716_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194957716_iOS.jpg,connecticut,capa,hoja_0279,191.2717,18.3779,2.404,31.0233,5.1667,0.07,0.0727,0.036,47.1309,-0.9916,0.0765,0.1863,-0.408,-0.1126,-0.0162,0.328,0.3525,-0.0477,0.9916,0.0765,0.1863,0.408,0.1126,0.0162,0.328,0.3525,0.0477,17.2998,10.612,0.5316,0.9527,0.3272,1.2991,85.0775,49.1107,2.5082,-16.5809,9.6774,0.0826,0.0501,0.0879,34.5211
Connecticut/CAPA_CONNECTICUT/20260817_195014744_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_195014744_iOS.jpg,connecticut,capa,hoja_0280,192.7274,17.9883,3.3675,34.0698,4.1444,0.0679,0.098,0.0312,48.2161,-1.0429,0.0534,0.2605,-0.5753,-0.0301,0.1221,0.1254,0.2163,0.0463,1.0429,0.0534,0.2605,0.5753,0.0301,0.1221,0.1254,0.2163,0.0463,15.3176,8.3002,0.4425,0.9118,0.2394,1.2196,87.3707,50.1283,1.4309,-13.0645,8.8969,0.1154,0.0875,0.087,36.0745
Connecticut/CAPA_CONNECTICUT/20260817_195030530_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_195030530_iOS.jpg,connecticut,capa,hoja_0281,187.1916,22.7671,1.7142,29.8643,4.4708,0.0752,0.047,0.0402,55.8034,-1.089,-0.0098,0.0902,-0.0472,-0.0864,0.0965,-0.0131,0.41,-0.0131,1.089,0.0098,0.0902,0.0472,0.0864,0.0965,0.0131,0.41,0.0131,17.9496,10.2869,0.4871,0.9555,0.3236,1.3056,86.9342,50.5095,1.862,-15.4773,6.0831,0.0899,0.0513,0.0944,37.7596
Connecticut/CAPA_CONNECTICUT/20260817_195115239_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_195115239_iOS.jpg,connecticut,capa,hoja_0283,186.4961,19.1014,5.038,35.8103,4.7336,0.0725,0.0597,0.024,51.6737,-0.9649,0.0949,0.1042,-0.5642,-0.0543,0.0755,0.2552,0.2604,-0.0041,0.9649,0.0949,0.1042,0.5642,0.0543,0.0755,0.2552,0.2604,0.0041,14.2787,8.3205,0.4856,0.9353,0.2132,1.1916,95.6189,44.6707,0.1196,-8.3975,10.0901,0.0541,0.062,0.0921,36.4338
Connecticut/CAPA_CONNECTICUT/20260817_195133339_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_195133339_iOS.jpg,connecticut,capa,hoja_0284,188.2649,20.2471,2.7209,32.4493,4.2,0.069,0.0723,0.0323,49.3221,-1.1635,0.0269,0.1522,-0.3854,-0.0931,0.0612,-0.1134,0.3094,-0.1035,1.1635,0.0269,0.1522,0.3854,0.0931,0.0612,0.1134,0.3094,0.1035,16.6217,8.7828,0.4579,0.9104,0.2528,1.2868,86.2852,46.756,1.9048,-13.8519,10.2577,0.1046,0.04,0.0818,34.3623
Connecticut/CAPA_CONNECTICUT/20260817_195153455_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_195153455_iOS.jpg,connecticut,capa,hoja_0285,183.5225,17.4603,4.7465,31.9884,4.2669,0.0661,0.0441,0.045,56.0351,-0.4254,-0.0068,-0.3836,-0.0628,0.1123,0.0466,0.0661,-0.1164,-0.0881,0.4254,0.0068,0.3836,0.0628,0.1123,0.0466,0.0661,0.1164,0.0881,17.2559,8.9923,0.469,0.9334,0.278,1.3114,91.2891,47.7424,1.1589,-12.5341,8.8484,0.0741,0.0563,0.0872,37.0205
Connecticut/CAPA_CONNECTICUT/20260817_195208216_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_195208216_iOS.jpg,connecticut,capa,hoja_0286,181.7868,19.6195,4.1754,33.7791,4.6528,0.0758,0.0749,0.043,59.3048,-0.6778,0.038,-0.0986,-0.2291,-0.1257,0.0364,0.0981,0.123,-0.0811,0.6778,0.038,0.0986,0.2291,0.1257,0.0364,0.0981,0.123,0.0811,17.2179,10.115,0.4993,0.9121,0.3111,1.2952,86.4195,50.545,0.6114,-10.6113,5.7493,0.0941,0.0654,0.0862,37.1662
Connecticut/CAPA_CONNECTICUT/20260817_195226084_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_195226084_iOS.jpg,connecticut,capa,hoja_0287,191.8789,17.7415,3.4115,39.3899,4.8714,0.0732,0.062,0.0306,59.7557,-0.7608,0.0589,0.2148,-0.5203,-0.0872,0.0423,0.2058,-0.0406,-0.0068,0.7608,0.0589,0.2148,0.5203,0.0872,0.0423,0.2058,0.0406,0.0068,16.8256,8.2086,0.4147,0.9294,0.2484,1.3249,92.8823,50.2341,0.7845,-8.7773,7.8548,0.0869,0.0559,0.0835,37.7051
Connecticut/CAPA_CONNECTICUT/20260817_195239617_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_195239617_iOS.jpg,connecticut,capa,hoja_0288,189.3105,20.1389,4.5095,34.6268,4.6834,0.068,0.0947,0.0419,57.1671,-0.8023,0.005,0.2221,0.0048,-0.0574,0.1068,0.0364,0.044,-0.003,0.8023,0.005,0.2221,0.0048,0.0574,0.1068,0.0364,0.044,0.003,14.8664,8.1904,0.505,0.9641,0.2098,1.194,93.5525,46.0,0.912,-12.9362,5.7303,0.0757,0.0511,0.0751,37.2006
Connecticut/CAPA_CONNECTICUT/20260817_195341837_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_195341837_iOS.jpg,connecticut,capa,hoja_0291,191.0522,18.6525,3.4389,39.5011,4.5304,0.0739,0.0531,0.0256,54.625,-0.6016,-0.0206,-0.2906,0.3221,-0.0546,0.095,-0.1248,0.1285,-0.1105,0.6016,0.0206,0.2906,0.3221,0.0546,0.095,0.1248,0.1285,0.1105,16.1355,8.412,0.4518,0.9201,0.2598,1.2543,93.8337,52.7834,0.6132,-8.7718,8.3453,0.1019,0.0683,0.0929,38.6774
Connecticut/CAPA_CONNECTICUT/20260817_195359359_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_195359359_iOS.jpg,connecticut,capa,hoja_0292,185.4128,20.2514,3.1669,31.04,5.2579,0.0812,0.0511,0.0288,54.1404,-0.7617,0.046,-0.029,-0.8263,-0.0041,0.1638,-0.3451,0.2643,0.0031,0.7617,0.046,0.029,0.8263,0.0041,0.1638,0.3451,0.2643,0.0031,17.9228,10.0699,0.4963,0.9599,0.3291,1.3216,89.4552,53.9986,1.0474,-12.7072,6.7031,0.0845,0.054,0.1005,39.6353
Connecticut/XL_IZQ_CNT/20260824_161417533_iOS.heic,Connecticut/XL_IZQ_CNT,20260824_161417533_iOS.heic,connecticut,xl_izq,hoja_0293,191.987,24.2836,2.2072,28.0039,6.6354,0.0818,0.0726,0.0333,63.8532,-0.6606,0.0924,0.0441,0.0467,-0.2404,-0.0004,-0.182,0.2514,0.0188,0.6606,0.0924,0.0441,0.0467,0.2404,0.0004,0.182,0.2514,0.0188,18.1911,10.8804,0.5383,0.9336,0.4122,1.2758,69.3605,54.4136,1.8278,-14.3606,6.876,0.0,0.0411,0.0953,41.8713
Connecticut/XL_IZQ_CNT/20260824_161555841_iOS.heic,Connecticut/XL_IZQ_CNT,20260824_161555841_iOS.heic,connecticut,xl_izq,hoja_0295,183.4153,22.9662,3.69,31.9956,4.136,0.08,0.0425,0.0244,70.7235,-0.4415,0.0527,-0.311,-0.0843,-0.0613,0.029,0.0339,0.3626,0.0176,0.4415,0.0527,0.311,0.0843,0.0613,0.029,0.0339,0.3626,0.0176,17.23,10.3084,0.5285,0.9416,0.3753,1.3214,79.3843,57.6373,2.0367,-16.7742,7.2081,0.0,0.0569,0.1055,48.0049
Connecticut/XL_IZQ_CNT/20260824_161632057_iOS.heic,Connecticut/XL_IZQ_CNT,20260824_161632057_iOS.heic,connecticut,xl_izq,hoja_0296,178.1241,23.0891,4.3316,33.6317,3.6372,0.0787,0.0495,0.0224,74.8708,-0.343,0.0275,-0.2993,-0.2404,-0.0096,0.0577,0.0719,0.2857,0.0163,0.343,0.0275,0.2993,0.2404,0.0096,0.0577,0.0719,0.2857,0.0163,16.6225,9.2001,0.4797,0.9421,0.3126,1.2863,82.9609,55.5889,2.2433,-15.12,7.907,0.0,0.0554,0.0898,46.9068
Connecticut/XL_IZQ_CNT/20260824_161658523_iOS.heic,Connecticut/XL_IZQ_CNT,20260824_161658523_iOS.heic,connecticut,xl_izq,hoja_0297,175.3975,24.9963,5.5073,39.7831,4.596,0.0725,0.0733,0.0434,79.8927,-0.7098,0.0212,0.0634,-0.806,-0.1163,0.0024,-0.149,0.0802,-0.0191,0.7098,0.0212,0.0634,0.806,0.1163,0.0024,0.149,0.0802,0.0191,16.4341,7.6236,0.4098,0.8941,0.241,1.2866,88.3208,57.5735,1.055,-11.6429,6.4903,0.0792,0.0468,0.0961,53.9039
Connecticut/XL_IZQ_CNT/20260824_161725817_iOS.heic,Connecticut/XL_IZQ_CNT,20260824_161725817_iOS.heic,connecticut,xl_izq,hoja_0298,186.3959,20.1042,3.248,29.5951,4.6734,0.0761,0.031,0.0347,64.2402,-0.2659,0.0448,-0.1208,-0.0723,-0.1245,-0.0018,-0.4284,-0.1412,-0.0043,0.2659,0.0448,0.1208,0.0723,0.1245,0.0018,0.4284,0.1412,0.0043,17.5057,10.0493,0.5071,0.9263,0.3427,1.2982,76.3006,58.268,1.3911,-13.6815,6.7508,0.0,0.0539,0.0943,46.7397
Connecticut/XL_IZQ_CNT/20260824_161811490_iOS.heic,Connecticut/XL_IZQ_CNT,20260824_161811490_iOS.heic,connecticut,xl_izq,hoja_0300,187.5688,23.4727,3.8367,29.4388,6.4498,0.0865,0.0994,0.0113,68.2326,-0.7108,0.096,0.3588,-0.5959,-0.376,0.0504,0.0335,0.6199,0.1045,0.7108,0.096,0.3588,0.5959,0.376,0.0504,0.0335,0.6199,0.1045,16.1716,8.8413,0.4738,0.9442,0.3076,1.2621,77.0806,58.4499,1.2016,-13.3435,6.697,0.0,0.0572,0.0953,50.8459
